Age,Family size and dependents,Income,Monthly expenses,Existing investments and assets,Debt obligations,Financial goals,Risk tolerance level,Predicted Investment Return,Investment Category
62.0,3.0,62006.0,1552.0,,282781.0,education,low,0.011004113927537933,bonds
50.0,3.0,61422.0,3009.0,794403.0,307371.0,vacation,medium,0.02937588628413506,
23.0,2.0,146590.0,1181.0,106494.0,475629.0,,medium,0.07278798818898403,stocks
41.0,2.0,42205.0,4432.0,125981.0,381897.0,vacation,medium,0.11771614817441839,real estate
36.0,,184599.0,2629.0,176305.0,120118.0,education,high,0.07282438367488088,bonds
33.0,3.0,179515.0,4516.0,26304.0,214418.0,retirement,high,,mutual funds
57.0,2.0,177596.0,3802.0,283438.0,272028.0,buying a house,low,0.01235294855051372,stocks
45.0,,146477.0,1219.0,298569.0,116481.0,vacation,medium,0.08254432847746944,stocks
50.0,5.0,58202.0,574.0,734071.0,68259.0,education,low,0.040690287972476515,mutual funds
65.0,6.0,91692.0,1793.0,120777.0,49810.0,buying a house,low,0.09224012668757212,mutual funds
58.0,4.0,50855.0,2422.0,412641.0,129926.0,education,low,0.14657816086986275,stocks
30.0,5.0,55095.0,4657.0,625837.0,4761.0,retirement,low,0.016697148221632523,mutual funds
60.0,4.0,199796.0,819.0,627752.0,,retirement,low,0.031818809808290986,stocks
62.0,3.0,79241.0,2649.0,972494.0,258414.0,vacation,medium,0.0709641807149062,mutual funds
42.0,4.0,133119.0,1952.0,641036.0,16375.0,education,high,0.14529207230188942,stocks
59.0,3.0,82003.0,2055.0,476962.0,238117.0,education,medium,0.11577146644049933,bonds
53.0,1.0,124837.0,4707.0,864727.0,418434.0,education,medium,0.1347343789744245,bonds
44.0,4.0,124283.0,3532.0,812523.0,161637.0,retirement,medium,0.05005722727136894,mutual funds
55.0,5.0,177044.0,960.0,916375.0,102654.0,vacation,high,0.1488057710667892,real estate
24.0,,153805.0,1386.0,264174.0,295119.0,education,high,0.015424922409623608,bonds
22.0,5.0,123846.0,4033.0,665362.0,158145.0,education,high,0.007945935906915124,stocks
60.0,2.0,52927.0,4436.0,263890.0,200798.0,buying a house,medium,0.1283403940581042,real estate
62.0,3.0,150589.0,1615.0,584699.0,,education,high,0.13908973053104792,
68.0,4.0,,1575.0,444174.0,461638.0,vacation,low,0.013587803631915262,stocks
48.0,3.0,96630.0,4376.0,,180701.0,buying a house,high,0.017014114011876223,bonds
40.0,5.0,134428.0,2424.0,105696.0,195242.0,buying a house,medium,0.004976123663366072,mutual funds
59.0,1.0,152035.0,1426.0,,74489.0,buying a house,medium,0.015676134396408612,mutual funds
27.0,3.0,156244.0,2781.0,680608.0,8381.0,retirement,low,0.03141297252004213,stocks
49.0,,99518.0,1555.0,605597.0,416454.0,buying a house,high,0.14551149283650014,bonds
60.0,2.0,111326.0,1041.0,743682.0,144867.0,education,high,0.10017903333595206,stocks
47.0,6.0,173277.0,2661.0,979224.0,489180.0,retirement,low,0.11678295382778131,real estate
56.0,1.0,150243.0,2751.0,680397.0,62999.0,retirement,medium,0.11642091055372832,stocks
48.0,2.0,42748.0,1552.0,77421.0,312051.0,retirement,medium,0.0802610624668822,bonds
35.0,3.0,182169.0,3244.0,246436.0,402854.0,retirement,high,0.11962334665695257,stocks
53.0,5.0,164164.0,4369.0,485083.0,332611.0,retirement,high,0.08937112985849545,bonds
19.0,5.0,83311.0,4981.0,312756.0,304767.0,retirement,high,0.04718191464050364,mutual funds
31.0,4.0,52692.0,4657.0,491247.0,169564.0,retirement,high,0.0841665163152601,bonds
,5.0,154954.0,2060.0,547738.0,419627.0,buying a house,high,0.08002628792017702,real estate
46.0,,184934.0,4262.0,19491.0,372868.0,vacation,medium,0.12351795806389809,bonds
29.0,5.0,160035.0,1664.0,127026.0,151606.0,education,medium,,real estate
56.0,,109507.0,3222.0,84804.0,495580.0,education,medium,0.06165638481313958,real estate
19.0,6.0,110152.0,2858.0,521662.0,422397.0,buying a house,medium,0.11450860176620395,stocks
49.0,3.0,34926.0,,889725.0,365213.0,buying a house,low,0.01496445060572003,real estate
30.0,3.0,33969.0,1916.0,653786.0,19996.0,,medium,0.11652470541724327,bonds
63.0,5.0,65733.0,1968.0,772803.0,203161.0,vacation,low,0.055712536798984816,mutual funds
44.0,2.0,99855.0,1308.0,934295.0,105682.0,retirement,medium,0.005908524433452999,bonds
66.0,3.0,71743.0,671.0,901907.0,345753.0,buying a house,high,0.05448692678432658,mutual funds
58.0,6.0,160193.0,4626.0,824746.0,465882.0,retirement,high,0.09159641263824671,real estate
34.0,5.0,137445.0,4642.0,848315.0,160477.0,education,high,0.017887525152219984,stocks
57.0,4.0,50323.0,4725.0,497335.0,363634.0,education,low,0.1386051738645382,real estate
48.0,,46428.0,2899.0,359230.0,257972.0,retirement,medium,0.011650861990925786,real estate
51.0,5.0,64578.0,,730989.0,71325.0,vacation,,0.13950100797497492,mutual funds
41.0,6.0,116486.0,557.0,373435.0,28930.0,retirement,,0.10607062769035297,
62.0,3.0,94140.0,1629.0,252223.0,376570.0,retirement,low,0.04945682631213054,stocks
52.0,4.0,137325.0,,544255.0,17529.0,vacation,low,0.05861255215636398,stocks
65.0,5.0,113829.0,1267.0,222826.0,53546.0,vacation,,0.11112140470991162,stocks
23.0,1.0,36364.0,4395.0,315364.0,270086.0,vacation,low,0.0902206651321811,stocks
36.0,4.0,158867.0,1182.0,739523.0,269692.0,,high,0.10074643821824178,bonds
47.0,,196421.0,3954.0,932451.0,377392.0,retirement,medium,0.058374692477022,stocks
24.0,6.0,161763.0,2508.0,704779.0,411512.0,buying a house,low,0.07317202227113985,mutual funds
27.0,2.0,125598.0,3642.0,328275.0,182088.0,vacation,high,0.148480122605684,mutual funds
58.0,4.0,87062.0,2290.0,491930.0,97780.0,vacation,low,0.03208843057495765,stocks
49.0,6.0,174933.0,1977.0,38876.0,262440.0,retirement,,0.06267842797831971,stocks
51.0,1.0,118302.0,1385.0,753804.0,67945.0,buying a house,low,0.04377347813609509,bonds
45.0,3.0,93928.0,,897880.0,59980.0,retirement,medium,0.11476672656597747,bonds
32.0,3.0,71347.0,4992.0,685331.0,318926.0,retirement,low,0.1146018938498581,stocks
47.0,2.0,,2038.0,990043.0,165301.0,vacation,low,0.04386681914960938,bonds
54.0,4.0,113793.0,2573.0,239192.0,96382.0,vacation,medium,0.012208547494947436,real estate
46.0,4.0,58164.0,812.0,321372.0,53444.0,education,medium,0.0017149015008306068,stocks
39.0,4.0,55491.0,1310.0,,297180.0,buying a house,low,0.06411757998637282,bonds
21.0,6.0,89222.0,2735.0,870927.0,260186.0,buying a house,medium,0.06155063915036563,mutual funds
37.0,2.0,184237.0,3357.0,262313.0,301466.0,vacation,medium,0.14825848179597945,stocks
49.0,4.0,,3263.0,38261.0,158239.0,vacation,high,0.07047031135465194,stocks
53.0,6.0,56553.0,2532.0,116601.0,313811.0,vacation,medium,0.03846275543631309,mutual funds
67.0,3.0,146547.0,2007.0,71260.0,94527.0,buying a house,medium,0.1336844161547201,mutual funds
21.0,1.0,90380.0,3070.0,,83337.0,education,low,,bonds
44.0,6.0,74331.0,2394.0,484587.0,313612.0,,low,0.08987634528158667,
34.0,3.0,150617.0,3205.0,406562.0,72894.0,vacation,high,0.014350306564231901,
29.0,3.0,69560.0,1096.0,499170.0,446300.0,vacation,low,0.057437461099466104,stocks
39.0,1.0,83865.0,2647.0,590464.0,63138.0,education,medium,,real estate
34.0,3.0,105910.0,1115.0,324444.0,284732.0,retirement,medium,0.08842580762631382,bonds
27.0,2.0,,1447.0,152412.0,325045.0,retirement,,0.05167527827136925,mutual funds
18.0,1.0,107986.0,4873.0,527561.0,410887.0,buying a house,low,0.09385007709473896,stocks
39.0,3.0,40068.0,4264.0,829444.0,83038.0,retirement,medium,0.1365616634367174,mutual funds
43.0,5.0,84460.0,2513.0,700753.0,483880.0,retirement,medium,0.04109859007088851,mutual funds
35.0,6.0,130766.0,4197.0,636441.0,424861.0,buying a house,high,0.07576750777060116,bonds
67.0,3.0,76418.0,990.0,478349.0,138709.0,vacation,high,0.1438035980867633,bonds
31.0,2.0,,4850.0,953061.0,393876.0,retirement,,0.025859421494767897,bonds
64.0,4.0,158180.0,2928.0,991708.0,369355.0,vacation,low,0.10794958883950673,bonds
46.0,3.0,30287.0,1041.0,869705.0,269066.0,buying a house,medium,0.09217215123044735,stocks
29.0,4.0,52337.0,1787.0,908760.0,93697.0,vacation,medium,0.10195126967109522,real estate
53.0,5.0,181738.0,2133.0,906736.0,175793.0,vacation,medium,0.05268294460013545,real estate
52.0,3.0,162233.0,3426.0,378781.0,450472.0,buying a house,high,0.04708190602256474,stocks
69.0,1.0,130667.0,1852.0,682636.0,252097.0,vacation,medium,0.10263145058825557,mutual funds
29.0,4.0,120071.0,4876.0,326783.0,379361.0,retirement,medium,0.0323314927656818,stocks
24.0,5.0,128064.0,1798.0,394083.0,331650.0,retirement,medium,0.06294821172885076,
46.0,1.0,199823.0,4467.0,541598.0,200015.0,retirement,medium,,real estate
28.0,1.0,136511.0,4923.0,700527.0,124338.0,retirement,,,stocks
50.0,1.0,175830.0,,375088.0,27843.0,vacation,low,0.14550860400571042,bonds
23.0,1.0,33178.0,2573.0,488096.0,140118.0,retirement,medium,0.06475544679846286,mutual funds
64.0,3.0,61831.0,1201.0,675751.0,482552.0,vacation,low,,stocks
32.0,6.0,163248.0,2419.0,132013.0,457201.0,education,medium,0.021048527965173914,real estate
49.0,3.0,133306.0,2960.0,,473299.0,vacation,low,0.08810501691862291,bonds
,3.0,194726.0,4762.0,676252.0,365208.0,retirement,medium,0.03014610491868594,mutual funds
28.0,5.0,187699.0,4764.0,873165.0,227997.0,education,medium,0.1185111190444912,real estate
40.0,5.0,142025.0,4824.0,743946.0,126417.0,,medium,0.11755544831414627,mutual funds
43.0,6.0,120417.0,866.0,963646.0,116585.0,vacation,medium,0.016891072355896767,bonds
51.0,5.0,196494.0,1027.0,448895.0,30346.0,retirement,high,0.13680966793145838,real estate
63.0,2.0,41984.0,4218.0,182687.0,219356.0,retirement,medium,0.02919444708048369,bonds
51.0,6.0,119312.0,4109.0,188625.0,385296.0,retirement,low,0.09194660123840405,stocks
46.0,5.0,113291.0,4435.0,119264.0,373913.0,buying a house,high,0.1478450430131556,stocks
21.0,6.0,37135.0,2653.0,613359.0,102391.0,,high,0.13235948021495456,mutual funds
34.0,3.0,30320.0,2408.0,706362.0,484600.0,education,medium,0.14348458928417535,bonds
52.0,3.0,182756.0,3512.0,394755.0,446742.0,retirement,low,0.051389815682717915,bonds
30.0,6.0,118774.0,4728.0,80658.0,335287.0,vacation,low,0.015836346332919502,mutual funds
58.0,2.0,182961.0,3522.0,544140.0,298931.0,retirement,high,0.028252030993417512,mutual funds
56.0,2.0,128071.0,3983.0,277531.0,295727.0,retirement,low,0.07507423426149207,mutual funds
32.0,6.0,171842.0,3220.0,,143635.0,vacation,medium,0.11898445174099831,stocks
,5.0,139863.0,2270.0,893727.0,177132.0,retirement,medium,0.022523046627581284,mutual funds
46.0,4.0,71777.0,4613.0,664669.0,260609.0,buying a house,medium,0.09895972983911357,stocks
28.0,,76250.0,2277.0,312138.0,121943.0,retirement,medium,0.04853664060592678,mutual funds
69.0,1.0,103034.0,4712.0,244484.0,245534.0,buying a house,medium,0.051180310858823026,bonds
49.0,3.0,134940.0,1297.0,389056.0,,retirement,high,0.09928765952368894,bonds
19.0,6.0,70130.0,3715.0,436941.0,,education,medium,0.07004991292998303,mutual funds
64.0,1.0,163609.0,4288.0,738042.0,225784.0,vacation,medium,0.12180499395389909,mutual funds
31.0,6.0,45216.0,3476.0,665920.0,14925.0,education,high,0.023387776449424056,stocks
37.0,3.0,114149.0,4237.0,396354.0,217859.0,retirement,high,0.11849224046505577,real estate
39.0,3.0,33009.0,2211.0,852997.0,83184.0,retirement,high,0.00963528720861313,stocks
28.0,2.0,119904.0,1252.0,273456.0,413324.0,buying a house,low,0.029108082036840746,bonds
44.0,2.0,190399.0,2969.0,945709.0,76515.0,retirement,low,0.0984224571754748,mutual funds
20.0,1.0,175281.0,4469.0,398026.0,199330.0,,medium,0.12823884847666067,bonds
34.0,6.0,45029.0,1892.0,939099.0,136427.0,,medium,0.037901944160902354,real estate
61.0,3.0,132171.0,3105.0,97566.0,308213.0,education,medium,0.04907874087433694,stocks
45.0,1.0,144456.0,1177.0,293473.0,225407.0,buying a house,low,0.08056811224301098,bonds
46.0,4.0,92559.0,605.0,244750.0,100854.0,education,medium,,stocks
38.0,1.0,94892.0,3787.0,864619.0,316615.0,,medium,0.12167343923812585,mutual funds
64.0,5.0,100409.0,2446.0,609830.0,294849.0,education,low,0.11604549675086412,bonds
33.0,1.0,169707.0,1595.0,118237.0,174981.0,retirement,high,,real estate
54.0,5.0,63065.0,2282.0,529904.0,219678.0,education,low,0.06957445977249481,stocks
37.0,5.0,150544.0,3757.0,386620.0,128501.0,education,medium,0.1162241649981932,stocks
23.0,5.0,137340.0,2497.0,307789.0,116361.0,buying a house,low,0.050599429665512216,real estate
36.0,4.0,63783.0,2061.0,97502.0,184811.0,buying a house,high,0.09496602340765975,bonds
22.0,1.0,64152.0,4506.0,496598.0,207892.0,education,high,0.007531968218635909,bonds
20.0,1.0,88741.0,2175.0,359454.0,,buying a house,high,0.0913033140793977,stocks
18.0,4.0,137049.0,,866051.0,285385.0,buying a house,high,,real estate
55.0,3.0,59092.0,4481.0,829945.0,420630.0,buying a house,high,0.1245874987671677,stocks
,2.0,178725.0,1801.0,543037.0,50818.0,vacation,high,0.05331741953707177,stocks
51.0,1.0,116483.0,1443.0,696143.0,151967.0,buying a house,medium,0.04223307940922936,mutual funds
52.0,2.0,151585.0,1445.0,594933.0,354451.0,vacation,medium,0.12613334650672275,bonds
66.0,6.0,89754.0,1100.0,223933.0,,vacation,low,0.00752160346077153,bonds
42.0,6.0,191050.0,3200.0,63175.0,448540.0,buying a house,medium,0.05949131990015172,mutual funds
41.0,4.0,117592.0,1917.0,,329064.0,education,high,0.055500531086254704,bonds
29.0,6.0,124543.0,2024.0,158395.0,446771.0,buying a house,medium,0.04272005613743263,bonds
35.0,6.0,73169.0,4266.0,60762.0,118642.0,retirement,low,0.13676314980022156,bonds
32.0,3.0,84745.0,750.0,598510.0,327597.0,education,high,0.11263925902750833,real estate
61.0,3.0,140168.0,2044.0,437709.0,284833.0,vacation,medium,0.009588474628790816,mutual funds
33.0,3.0,143985.0,578.0,199400.0,195428.0,vacation,medium,0.10720311741524312,stocks
44.0,6.0,35543.0,3623.0,265539.0,,education,low,0.0790948699693191,real estate
25.0,4.0,51067.0,1397.0,22213.0,401468.0,education,high,0.13513018416023687,stocks
63.0,5.0,81033.0,725.0,631655.0,,buying a house,low,0.046941842602253765,mutual funds
42.0,5.0,75256.0,1709.0,712290.0,95687.0,vacation,high,0.08612429994143743,mutual funds
34.0,2.0,183263.0,2678.0,168785.0,498758.0,retirement,high,0.0751132912111479,mutual funds
46.0,5.0,116803.0,3179.0,641445.0,,buying a house,medium,0.07343413593414086,bonds
25.0,,148843.0,,763696.0,137098.0,education,low,0.0684158099275819,real estate
32.0,3.0,58992.0,3306.0,42583.0,360447.0,vacation,low,0.030844421329842192,mutual funds
44.0,3.0,78803.0,1203.0,663080.0,290667.0,education,low,0.11335648837385891,stocks
63.0,6.0,139975.0,3044.0,89944.0,141554.0,education,high,0.0677004049108933,bonds
67.0,2.0,,2870.0,32369.0,112105.0,education,low,,bonds
69.0,1.0,56270.0,3781.0,713288.0,311032.0,buying a house,high,0.039121264078916446,
24.0,2.0,166269.0,828.0,996454.0,113884.0,retirement,low,0.10241157594405616,real estate
20.0,2.0,37452.0,4728.0,912276.0,106968.0,retirement,low,0.14110756194586627,real estate
